,place_id,osm_id,name,rating,total_reviews,price,geometry,index_right,cartodb_id,info,zone_e_rioni,quartieri,nome
2160,148493431,200449561.0,Otosan,4.5,161,2.5,POINT (12.5139912 41.9293728),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2169,67600994,6165388285.0,Eleonora d'arborea,4.5,2142,4.0,POINT (12.5075565 41.9149082),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2182,130794098,125742176.0,Infarinare,3.0,19,1.0,POINT (12.5124757 41.9330533),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2196,132565486,128670775.0,Robbbertone Pizza,5.0,1,4.0,POINT (12.5207924 41.9094555),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2202,129645273,121464275.0,Bar Lavi,4.5,7,2.5,POINT (12.472371 41.9202468),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2227,106872521,23899398.0,Pastarmonica,4.0,43,1.0,POINT (12.5160194 41.9289008),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2232,107316923,23764154.0,L’Officina Di Pi,4.5,15,2.5,POINT (12.5105227 41.8997996),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2247,105617067,23949489.0,Il Melograno,2.0,2,1.0,POINT (12.4916717 41.9243227),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2261,199056457,424551716.0,Casa Sanchez,4.5,228,2.5,POINT (12.5174329 41.9121241),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2284,48113706,4058974295.0,Sunny Restaurant Piazza Bologna,4.0,67,2.5,POINT (12.5172117 41.9103371),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2298,165689591,261968869.0,Fornace Stella,4.0,204,2.5,POINT (12.5163662 41.9108331),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2312,129645273,121464275.0,Pizza e Sfizi di Granit e Margherita,5.0,1,2.5,POINT (12.472371 41.9202468),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2321,144645799,183755464.0,IL Giardino Della Pizza,5.0,11,1.0,POINT (12.5198378 41.9340536),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2325,107240702,23585111.0,Hostaria Tirso,4.0,32,2.5,POINT (12.5009437 41.9164707),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2337,148493431,200449561.0,Alchemiq Food Tea Drink,5.0,19,2.5,POINT (12.5139912 41.9293728),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2340,123258712,92699479.0,Riso&Farina,3.0,4,2.5,POINT (12.5239908 41.9210502),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2349,115704311,52492247.0,Gelateria Marinari,4.5,5,1.0,POINT (12.5062241 41.9161352),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2352,106663366,26669971.0,Pizzeria 5 Sapori,4.0,10,1.0,POINT (12.5174002 41.9310987),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2377,106266867,23901555.0,Giove Sushi,4.5,11,1.0,POINT (12.4930476 41.9287259),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2381,187170706,361650086.0,I Limoncini,3.5,131,2.5,POINT (12.5195614 41.9268871),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2397,116024932,51082004.0,Alice Pizza,4.0,5,2.5,POINT (12.5299287 41.9093016),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2400,91446607,8833563002.0,#Napizzetta,4.0,6,1.0,POINT (12.4786368 41.9200599),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2401,118813795,77626036.0,Pasto,5.0,7,1.0,POINT (12.5213422 41.9245637),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2426,106080353,23914020.0,Il Mio Baretto,5.0,1,1.0,POINT (12.501552579918553 41.911280700000006),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2427,107169941,24900119.0,Ristorante Armando,4.0,470,2.5,POINT (12.511192 41.8967509),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2432,130822466,122227143.0,La Romanina Ristorante Pizzeria,4.0,246,2.5,POINT (12.4636466 41.9274758),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2435,89524778,8677542060.0,Legami,4.5,104,2.5,POINT (12.4938803 41.9113037),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2450,63549476,5815672353.0,Caffè Mimosa,3.0,5,2.5,POINT (12.4872369 41.9260315),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2479,159757912,237796650.0,Priscilla Bistrot,3.5,20,2.5,POINT (12.5120677 41.9320059),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2485,73648987,6976285585.0,7Cereali - Bistrot Pizzeria Biologica,5.0,479,2.5,POINT (12.4970781 41.9128278),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2508,105617067,23949489.0,Ma.gi.co Bistro,5.0,1,2.5,POINT (12.4916717 41.9243227),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2519,106798145,26785970.0,Caffetteria Ristorante Belle Arti,3.5,60,2.5,POINT (12.4768281 41.918339),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2520,88700105,8572280743.0,Pizzeria Fiori e Alici,4.5,9,2.5,POINT (12.4637948 41.9262307),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2531,148075402,192113535.0,Slim Bistrot,4.0,76,2.5,POINT (12.5017228 41.9191724),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2533,107229197,26593210.0,Nomad Bar,4.0,29,2.5,POINT (12.4828424 41.9224844),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2541,106065548,23921551.0,Bruto,4.0,256,2.5,POINT (12.5072027 41.9181836),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2547,128365888,118573723.0,L'Estro del Pesce,4.5,179,2.5,POINT (12.5033604 41.9214192),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2564,106808975,26786321.0,Maledetti Toscani Vinaio,5.0,38,1.0,POINT (12.5199958 41.9306626),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2581,20610701,2322986820.0,Ex pastificio,4.0,6,1.0,POINT (12.5162628 41.8992764),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2585,74405166,7093018112.0,Bánh,4.5,23,2.5,POINT (12.5192899 41.9105049),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2598,87616894,8638034559.0,Trattoria Verbano Roma,4.5,108,2.5,POINT (12.5076124 41.9231898),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2614,106872521,23899398.0,Cremeria Nonno Lillo,4.5,7,2.5,POINT (12.5160194 41.9289008),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2627,108430815,26593206.0,Sicilia Bedda- Sicily Food Lab,5.0,31,2.5,POINT (12.4846584 41.9240132),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2656,129891759,122080720.0,Martynez,3.0,7,2.5,POINT (12.5211457 41.9133807),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2663,108841083,27445762.0,Ponziani enoteca con cucina tradizionale,5.0,30,2.5,POINT (12.4986707 41.9123385),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2668,48520564,4230706090.0,E84 Bistrot,4.0,2,2.5,POINT (12.515038 41.9223955),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2679,137679193,159080879.0,AkariSushiRestaurant,4.0,40,2.5,POINT (12.5006366 41.9176704),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2695,115704311,52492247.0,Da Giovanni,3.5,6,1.0,POINT (12.5062241 41.9161352),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2699,135151102,137472874.0,Pizza dai Cinque,4.5,444,1.0,POINT (12.5183316 41.9076443),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2701,175456825,309659801.0,Pizzeria San Marino,4.0,503,1.0,POINT (12.5119434 41.9215422),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2724,123832089,96054911.0,Mr. Eight Pub,5.0,1,1.0,POINT (12.4638025 41.9296511),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2726,132565486,128670775.0,Ciro Kebab,4.0,11,1.0,POINT (12.5207924 41.9094555),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2730,52727786,4693504390.0,Pizza Rustica,4.5,96,1.0,POINT (12.4756955 41.9125805),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2732,108449904,30299120.0,Gezin Pub,5.0,207,2.5,POINT (12.5193444 41.932731),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2740,105362652,23571965.0,Malt&Spirit,5.0,12,1.0,POINT (12.5174582 41.8958286),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2742,127454913,113463845.0,O Rei do Marisco,5.0,2,2.5,POINT (12.5234031 41.9114301),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2751,127454913,113463845.0,O Rei do Marisco,4.5,42,2.5,POINT (12.5234031 41.9114301),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2753,108841083,27445762.0,Due In Uno,5.0,1,4.0,POINT (12.4986707 41.9123385),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2772,105442621,23953491.0,Posto Restaurant Bar,4.5,23,1.0,POINT (12.5209558 41.9115523),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2845,15263012,1641654284.0,L'Hostaria,4.0,245,2.5,POINT (12.5208651 41.9308648),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2853,106257011,23899566.0,La Tavola Calda,5.0,3,1.0,POINT (12.5208468 41.9318259),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2867,105644834,23901926.0,Trattoria Er Buco,3.5,200,1.0,POINT (12.5132456 41.9343764),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2870,105473112,23921519.0,Marziali 1922 - Piazza Caprera,3.0,34,2.5,POINT (12.507639925191594 41.9176176),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2899,106889424,27127843.0,Tadi taverna dei destini incrociati,4.5,43,2.5,POINT (12.4683365 41.9299377),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2905,106627666,26593212.0,Puro & Bio,4.5,3,1.0,POINT (12.4815131 41.9221445),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2919,159483114,235696930.0,Mojito Sushi,3.5,173,2.5,POINT (12.5190571 41.9110415),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2938,73570265,7006541698.0,Mangiafuoco,4.0,1313,2.5,POINT (12.5046503 41.9222258),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2944,82604055,7977577678.0,Osteria Ristorante La Greppia,3.5,690,2.5,POINT (12.4684126 41.9313307),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2947,3420628,448931391.0,Treebar,3.0,407,2.5,POINT (12.4714901 41.9230548),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2959,52565518,4693465990.0,istanbul Kebab,5.0,2,1.0,POINT (12.4761862 41.9125603),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2981,147523849,192110342.0,Tavola Calda Caffe Del Parco,4.0,1,2.5,POINT (12.487914 41.9167582),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2983,108841083,27445762.0,Ponziani enoteca con cucina,5.0,2,1.0,POINT (12.4986707 41.9123385),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
2986,105643836,23899262.0,Matisse Pizza Bistrot,4.5,5,2.5,POINT (12.5197552 41.9329372),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
3000,73075610,6862312632.0,Il Barrocciaio 1964,4.5,59,2.5,POINT (12.5109026 41.898425),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
3002,106168671,23571765.0,I dieci Piatti,4.5,51,2.5,POINT (12.5142205 41.8952432),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
3022,64262598,5799665985.0,Ristorante La Casetta,3.5,117,2.5,POINT (12.5209265 41.9184606),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III)
